country;;AT (total heat demand MW)
2017-01-19T17:00:00Z;2017-01-19T18:00:00;13390
2017-01-19T18:00:00Z;2017-01-19T19:00:00;13266
2017-01-19T19:00:00Z;2017-01-19T20:00:00;12756
2017-01-19T20:00:00Z;2017-01-19T21:00:00;11634
2017-01-19T21:00:00Z;2017-01-19T22:00:00;9399
2017-01-19T22:00:00Z;2017-01-19T23:00:00;7727
2017-01-19T23:00:00Z;2017-01-20T00:00:00;7706
2017-01-20T00:00:00Z;2017-01-20T01:00:00;7948
2017-01-20T01:00:00Z;2017-01-20T02:00:00;8122
2017-01-20T02:00:00Z;2017-01-20T03:00:00;8679
2017-01-20T03:00:00Z;2017-01-20T04:00:00;9872
2017-01-20T04:00:00Z;2017-01-20T05:00:00;13293
2017-01-20T05:00:00Z;2017-01-20T06:00:00;16020
2017-01-20T06:00:00Z;2017-01-20T07:00:00;15390
2017-01-20T07:00:00Z;2017-01-20T08:00:00;15002
2017-01-20T08:00:00Z;2017-01-20T09:00:00;14395
2017-01-20T09:00:00Z;2017-01-20T10:00:00;13770
2017-01-20T10:00:00Z;2017-01-20T11:00:00;13209
2017-01-20T11:00:00Z;2017-01-20T12:00:00;12849
2017-01-20T12:00:00Z;2017-01-20T13:00:00;12705
2017-01-20T13:00:00Z;2017-01-20T14:00:00;12784
2017-01-20T14:00:00Z;2017-01-20T15:00:00;13032
2017-01-20T15:00:00Z;2017-01-20T16:00:00;13544
2017-01-20T16:00:00Z;2017-01-20T17:00:00;13876
2017-01-20T17:00:00Z;2017-01-20T18:00:00;13830
2017-01-20T18:00:00Z;2017-01-20T19:00:00;13725
2017-01-20T19:00:00Z;2017-01-20T20:00:00;13310
2017-01-20T20:00:00Z;2017-01-20T21:00:00;12093
2017-01-20T21:00:00Z;2017-01-20T22:00:00;9822
2017-01-20T22:00:00Z;2017-01-20T23:00:00;8115
2017-01-20T23:00:00Z;2017-01-21T00:00:00;7797
2017-01-21T00:00:00Z;2017-01-21T01:00:00;8030
2017-01-21T01:00:00Z;2017-01-21T02:00:00;8212
2017-01-21T02:00:00Z;2017-01-21T03:00:00;8773
2017-01-21T03:00:00Z;2017-01-21T04:00:00;9968
2017-01-21T04:00:00Z;2017-01-21T05:00:00;13404
2017-01-21T05:00:00Z;2017-01-21T06:00:00;16172
2017-01-21T06:00:00Z;2017-01-21T07:00:00;15523
2017-01-21T07:00:00Z;2017-01-21T08:00:00;15140
2017-01-21T08:00:00Z;2017-01-21T09:00:00;14518
2017-01-21T09:00:00Z;2017-01-21T10:00:00;13895
2017-01-21T10:00:00Z;2017-01-21T11:00:00;13328
2017-01-21T11:00:00Z;2017-01-21T12:00:00;12973
2017-01-21T12:00:00Z;2017-01-21T13:00:00;12822
2017-01-21T13:00:00Z;2017-01-21T14:00:00;12895
2017-01-21T14:00:00Z;2017-01-21T15:00:00;13149
2017-01-21T15:00:00Z;2017-01-21T16:00:00;13668
2017-01-21T16:00:00Z;2017-01-21T17:00:00;13999
2017-01-21T17:00:00Z;2017-01-21T18:00:00;13956
2017-01-21T18:00:00Z;2017-01-21T19:00:00;13850
2017-01-21T19:00:00Z;2017-01-21T20:00:00;13429
2017-01-21T20:00:00Z;2017-01-21T21:00:00;12202
2017-01-21T21:00:00Z;2017-01-21T22:00:00;9927
2017-01-21T22:00:00Z;2017-01-21T23:00:00;8206
2017-01-21T23:00:00Z;2017-01-22T00:00:00;7216
2017-01-22T00:00:00Z;2017-01-22T01:00:00;7466
2017-01-22T01:00:00Z;2017-01-22T02:00:00;7635
2017-01-22T02:00:00Z;2017-01-22T03:00:00;8176
2017-01-22T03:00:00Z;2017-01-22T04:00:00;9356
2017-01-22T04:00:00Z;2017-01-22T05:00:00;12646
2017-01-22T05:00:00Z;2017-01-22T06:00:00;15130
2017-01-22T06:00:00Z;2017-01-22T07:00:00;14585
2017-01-22T07:00:00Z;2017-01-22T08:00:00;14226
2017-01-22T08:00:00Z;2017-01-22T09:00:00;13661
2017-01-22T09:00:00Z;2017-01-22T10:00:00;13061
2017-01-22T10:00:00Z;2017-01-22T11:00:00;12526
2017-01-22T11:00:00Z;2017-01-22T12:00:00;12193
2017-01-22T12:00:00Z;2017-01-22T13:00:00;12059
2017-01-22T13:00:00Z;2017-01-22T14:00:00;12147
2017-01-22T14:00:00Z;2017-01-22T15:00:00;12364
2017-01-22T15:00:00Z;2017-01-22T16:00:00;12846
2017-01-22T16:00:00Z;2017-01-22T17:00:00;13160
2017-01-22T17:00:00Z;2017-01-22T18:00:00;13140
2017-01-22T18:00:00Z;2017-01-22T19:00:00;13030
2017-01-22T19:00:00Z;2017-01-22T20:00:00;12630
2017-01-22T20:00:00Z;2017-01-22T21:00:00;11452
2017-01-22T21:00:00Z;2017-01-22T22:00:00;9235
2017-01-22T22:00:00Z;2017-01-22T23:00:00;7614
2017-01-22T23:00:00Z;2017-01-23T00:00:00;6986
2017-01-23T00:00:00Z;2017-01-23T01:00:00;7215
2017-01-23T01:00:00Z;2017-01-23T02:00:00;7400
2017-01-23T02:00:00Z;2017-01-23T03:00:00;7876
2017-01-23T03:00:00Z;2017-01-23T04:00:00;9047
2017-01-23T04:00:00Z;2017-01-23T05:00:00;12266
2017-01-23T05:00:00Z;2017-01-23T06:00:00;14844
2017-01-23T06:00:00Z;2017-01-23T07:00:00;14306
2017-01-23T07:00:00Z;2017-01-23T08:00:00;13932
2017-01-23T08:00:00Z;2017-01-23T09:00:00;13373
2017-01-23T09:00:00Z;2017-01-23T10:00:00;12808
2017-01-23T10:00:00Z;2017-01-23T11:00:00;12287
2017-01-23T11:00:00Z;2017-01-23T12:00:00;11938
2017-01-23T12:00:00Z;2017-01-23T13:00:00;11778
2017-01-23T13:00:00Z;2017-01-23T14:00:00;11884
2017-01-23T14:00:00Z;2017-01-23T15:00:00;12076
2017-01-23T15:00:00Z;2017-01-23T16:00:00;12551
2017-01-23T16:00:00Z;2017-01-23T17:00:00;12842
2017-01-23T17:00:00Z;2017-01-23T18:00:00;12887
2017-01-23T18:00:00Z;2017-01-23T19:00:00;12773
2017-01-23T19:00:00Z;2017-01-23T20:00:00;12351
2017-01-23T20:00:00Z;2017-01-23T21:00:00;11210
2017-01-23T21:00:00Z;2017-01-23T22:00:00;9030
2017-01-23T22:00:00Z;2017-01-23T23:00:00;7412
2017-01-23T23:00:00Z;2017-01-24T00:00:00;7180
2017-01-24T00:00:00Z;2017-01-24T01:00:00;7292
2017-01-24T01:00:00Z;2017-01-24T02:00:00;7509
2017-01-24T02:00:00Z;2017-01-24T03:00:00;7998
2017-01-24T03:00:00Z;2017-01-24T04:00:00;9198
2017-01-24T04:00:00Z;2017-01-24T05:00:00;12597
2017-01-24T05:00:00Z;2017-01-24T06:00:00;15141
2017-01-24T06:00:00Z;2017-01-24T07:00:00;14354
2017-01-24T07:00:00Z;2017-01-24T08:00:00;13903
2017-01-24T08:00:00Z;2017-01-24T09:00:00;13358
2017-01-24T09:00:00Z;2017-01-24T10:00:00;12778
2017-01-24T10:00:00Z;2017-01-24T11:00:00;12394
2017-01-24T11:00:00Z;2017-01-24T12:00:00;11990
2017-01-24T12:00:00Z;2017-01-24T13:00:00;11777
2017-01-24T13:00:00Z;2017-01-24T14:00:00;11792
2017-01-24T14:00:00Z;2017-01-24T15:00:00;11987
2017-01-24T15:00:00Z;2017-01-24T16:00:00;12549
2017-01-24T16:00:00Z;2017-01-24T17:00:00;12979
2017-01-24T17:00:00Z;2017-01-24T18:00:00;13034
2017-01-24T18:00:00Z;2017-01-24T19:00:00;12912
2017-01-24T19:00:00Z;2017-01-24T20:00:00;12508
2017-01-24T20:00:00Z;2017-01-24T21:00:00;11467
2017-01-24T21:00:00Z;2017-01-24T22:00:00;9270
2017-01-24T22:00:00Z;2017-01-24T23:00:00;7617
2017-01-24T23:00:00Z;2017-01-25T00:00:00;7667
2017-01-25T00:00:00Z;2017-01-25T01:00:00;7871
2017-01-25T01:00:00Z;2017-01-25T02:00:00;7942
2017-01-25T02:00:00Z;2017-01-25T03:00:00;8550
2017-01-25T03:00:00Z;2017-01-25T04:00:00;10021
2017-01-25T04:00:00Z;2017-01-25T05:00:00;13582
2017-01-25T05:00:00Z;2017-01-25T06:00:00;15311
2017-01-25T06:00:00Z;2017-01-25T07:00:00;14440
2017-01-25T07:00:00Z;2017-01-25T08:00:00;14071
2017-01-25T08:00:00Z;2017-01-25T09:00:00;13551
2017-01-25T09:00:00Z;2017-01-25T10:00:00;13003
2017-01-25T10:00:00Z;2017-01-25T11:00:00;12658
2017-01-25T11:00:00Z;2017-01-25T12:00:00;12301
2017-01-25T12:00:00Z;2017-01-25T13:00:00;12170
2017-01-25T13:00:00Z;2017-01-25T14:00:00;12334
2017-01-25T14:00:00Z;2017-01-25T15:00:00;12602
2017-01-25T15:00:00Z;2017-01-25T16:00:00;13081
2017-01-25T16:00:00Z;2017-01-25T17:00:00;13591
2017-01-25T17:00:00Z;2017-01-25T18:00:00;13659
2017-01-25T18:00:00Z;2017-01-25T19:00:00;13545
2017-01-25T19:00:00Z;2017-01-25T20:00:00;13192
2017-01-25T20:00:00Z;2017-01-25T21:00:00;12092
2017-01-25T21:00:00Z;2017-01-25T22:00:00;9795
2017-01-25T22:00:00Z;2017-01-25T23:00:00;8180
2017-01-25T23:00:00Z;2017-01-26T00:00:00;8217
2017-01-26T00:00:00Z;2017-01-26T01:00:00;8426
2017-01-26T01:00:00Z;2017-01-26T02:00:00;8617
2017-01-26T02:00:00Z;2017-01-26T03:00:00;9205
2017-01-26T03:00:00Z;2017-01-26T04:00:00;10431
2017-01-26T04:00:00Z;2017-01-26T05:00:00;13915
2017-01-26T05:00:00Z;2017-01-26T06:00:00;16752
2017-01-26T06:00:00Z;2017-01-26T07:00:00;16036
2017-01-26T07:00:00Z;2017-01-26T08:00:00;15659
2017-01-26T08:00:00Z;2017-01-26T09:00:00;15101
2017-01-26T09:00:00Z;2017-01-26T10:00:00;14473
2017-01-26T10:00:00Z;2017-01-26T11:00:00;13878
2017-01-26T11:00:00Z;2017-01-26T12:00:00;13506
2017-01-26T12:00:00Z;2017-01-26T13:00:00;13366
2017-01-26T13:00:00Z;2017-01-26T14:00:00;13412
2017-01-26T14:00:00Z;2017-01-26T15:00:00;13623
2017-01-26T15:00:00Z;2017-01-26T16:00:00;14155
2017-01-26T16:00:00Z;2017-01-26T17:00:00;14577
2017-01-26T17:00:00Z;2017-01-26T18:00:00;14583
2017-01-26T18:00:00Z;2017-01-26T19:00:00;14441
2017-01-26T19:00:00Z;2017-01-26T20:00:00;13890
2017-01-26T20:00:00Z;2017-01-26T21:00:00;12701
2017-01-26T21:00:00Z;2017-01-26T22:00:00;10430
2017-01-26T22:00:00Z;2017-01-26T23:00:00;8645
2017-01-26T23:00:00Z;2017-01-27T00:00:00;8325
2017-01-27T00:00:00Z;2017-01-27T01:00:00;8560
2017-01-27T01:00:00Z;2017-01-27T02:00:00;8749
2017-01-27T02:00:00Z;2017-01-27T03:00:00;9326
2017-01-27T03:00:00Z;2017-01-27T04:00:00;10543
2017-01-27T04:00:00Z;2017-01-27T05:00:00;14058
2017-01-27T05:00:00Z;2017-01-27T06:00:00;16904
2017-01-27T06:00:00Z;2017-01-27T07:00:00;16228
2017-01-27T07:00:00Z;2017-01-27T08:00:00;15929
2017-01-27T08:00:00Z;2017-01-27T09:00:00;15285
2017-01-27T09:00:00Z;2017-01-27T10:00:00;14639
2017-01-27T10:00:00Z;2017-01-27T11:00:00;14056
2017-01-27T11:00:00Z;2017-01-27T12:00:00;13685
2017-01-27T12:00:00Z;2017-01-27T13:00:00;13498
2017-01-27T13:00:00Z;2017-01-27T14:00:00;13597
2017-01-27T14:00:00Z;2017-01-27T15:00:00;13838
2017-01-27T15:00:00Z;2017-01-27T16:00:00;14361
2017-01-27T16:00:00Z;2017-01-27T17:00:00;14688
2017-01-27T17:00:00Z;2017-01-27T18:00:00;14630
2017-01-27T18:00:00Z;2017-01-27T19:00:00;14502
2017-01-27T19:00:00Z;2017-01-27T20:00:00;14035
2017-01-27T20:00:00Z;2017-01-27T21:00:00;12746
2017-01-27T21:00:00Z;2017-01-27T22:00:00;10451
2017-01-27T22:00:00Z;2017-01-27T23:00:00;8712
2017-01-27T23:00:00Z;2017-01-28T00:00:00;8293
2017-01-28T00:00:00Z;2017-01-28T01:00:00;8515
2017-01-28T01:00:00Z;2017-01-28T02:00:00;8708
2017-01-28T02:00:00Z;2017-01-28T03:00:00;9283
2017-01-28T03:00:00Z;2017-01-28T04:00:00;10482
2017-01-28T04:00:00Z;2017-01-28T05:00:00;13957
2017-01-28T05:00:00Z;2017-01-28T06:00:00;16784
2017-01-28T06:00:00Z;2017-01-28T07:00:00;16111
2017-01-28T07:00:00Z;2017-01-28T08:00:00;15824
2017-01-28T08:00:00Z;2017-01-28T09:00:00;15178
2017-01-28T09:00:00Z;2017-01-28T10:00:00;14543
2017-01-28T10:00:00Z;2017-01-28T11:00:00;13965
2017-01-28T11:00:00Z;2017-01-28T12:00:00;13605
2017-01-28T12:00:00Z;2017-01-28T13:00:00;13414
2017-01-28T13:00:00Z;2017-01-28T14:00:00;13508
2017-01-28T14:00:00Z;2017-01-28T15:00:00;13749
2017-01-28T15:00:00Z;2017-01-28T16:00:00;14266
2017-01-28T16:00:00Z;2017-01-28T17:00:00;14590
2017-01-28T17:00:00Z;2017-01-28T18:00:00;14534
2017-01-28T18:00:00Z;2017-01-28T19:00:00;14406
2017-01-28T19:00:00Z;2017-01-28T20:00:00;13939
2017-01-28T20:00:00Z;2017-01-28T21:00:00;12660
2017-01-28T21:00:00Z;2017-01-28T22:00:00;10395
2017-01-28T22:00:00Z;2017-01-28T23:00:00;8673
2017-01-28T23:00:00Z;2017-01-29T00:00:00;8244
2017-01-29T00:00:00Z;2017-01-29T01:00:00;8479
2017-01-29T01:00:00Z;2017-01-29T02:00:00;8669
2017-01-29T02:00:00Z;2017-01-29T03:00:00;9242
2017-01-29T03:00:00Z;2017-01-29T04:00:00;10455
2017-01-29T04:00:00Z;2017-01-29T05:00:00;13934
2017-01-29T05:00:00Z;2017-01-29T06:00:00;16715
2017-01-29T06:00:00Z;2017-01-29T07:00:00;16058
2017-01-29T07:00:00Z;2017-01-29T08:00:00;15786
2017-01-29T08:00:00Z;2017-01-29T09:00:00;15152
2017-01-29T09:00:00Z;2017-01-29T10:00:00;14512
2017-01-29T10:00:00Z;2017-01-29T11:00:00;13936
2017-01-29T11:00:00Z;2017-01-29T12:00:00;13574
2017-01-29T12:00:00Z;2017-01-29T13:00:00;13382
2017-01-29T13:00:00Z;2017-01-29T14:00:00;13487
2017-01-29T14:00:00Z;2017-01-29T15:00:00;13716
2017-01-29T15:00:00Z;2017-01-29T16:00:00;14230
2017-01-29T16:00:00Z;2017-01-29T17:00:00;14549
2017-01-29T17:00:00Z;2017-01-29T18:00:00;14496
2017-01-29T18:00:00Z;2017-01-29T19:00:00;14364
2017-01-29T19:00:00Z;2017-01-29T20:00:00;13893
2017-01-29T20:00:00Z;2017-01-29T21:00:00;12608
2017-01-29T21:00:00Z;2017-01-29T22:00:00;10334
2017-01-29T22:00:00Z;2017-01-29T23:00:00;8623
2017-01-29T23:00:00Z;2017-01-30T00:00:00;8174
2017-01-30T00:00:00Z;2017-01-30T01:00:00;8363
2017-01-30T01:00:00Z;2017-01-30T02:00:00;8572
2017-01-30T02:00:00Z;2017-01-30T03:00:00;9080
2017-01-30T03:00:00Z;2017-01-30T04:00:00;10270
2017-01-30T04:00:00Z;2017-01-30T05:00:00;13715
2017-01-30T05:00:00Z;2017-01-30T06:00:00;16696
2017-01-30T06:00:00Z;2017-01-30T07:00:00;15999
2017-01-30T07:00:00Z;2017-01-30T08:00:00;15696
2017-01-30T08:00:00Z;2017-01-30T09:00:00;15077
2017-01-30T09:00:00Z;2017-01-30T10:00:00;14464
2017-01-30T10:00:00Z;2017-01-30T11:00:00;13893
2017-01-30T11:00:00Z;2017-01-30T12:00:00;13510
2017-01-30T12:00:00Z;2017-01-30T13:00:00;13294
2017-01-30T13:00:00Z;2017-01-30T14:00:00;13421
2017-01-30T14:00:00Z;2017-01-30T15:00:00;13631
2017-01-30T15:00:00Z;2017-01-30T16:00:00;14153
2017-01-30T16:00:00Z;2017-01-30T17:00:00;14436
2017-01-30T17:00:00Z;2017-01-30T18:00:00;14458
2017-01-30T18:00:00Z;2017-01-30T19:00:00;14305
2017-01-30T19:00:00Z;2017-01-30T20:00:00;13816
2017-01-30T20:00:00Z;2017-01-30T21:00:00;12563
2017-01-30T21:00:00Z;2017-01-30T22:00:00;10310
2017-01-30T22:00:00Z;2017-01-30T23:00:00;8581
2017-01-30T23:00:00Z;2017-01-31T00:00:00;8394
2017-01-31T00:00:00Z;2017-01-31T01:00:00;8505
2017-01-31T01:00:00Z;2017-01-31T02:00:00;8701
2017-01-31T02:00:00Z;2017-01-31T03:00:00;9199
2017-01-31T03:00:00Z;2017-01-31T04:00:00;10415
2017-01-31T04:00:00Z;2017-01-31T05:00:00;13998
2017-01-31T05:00:00Z;2017-01-31T06:00:00;16949
2017-01-31T06:00:00Z;2017-01-31T07:00:00;15995
2017-01-31T07:00:00Z;2017-01-31T08:00:00;15528
2017-01-31T08:00:00Z;2017-01-31T09:00:00;14977
2017-01-31T09:00:00Z;2017-01-31T10:00:00;14361
2017-01-31T10:00:00Z;2017-01-31T11:00:00;13921
2017-01-31T11:00:00Z;2017-01-31T12:00:00;13518
2017-01-31T12:00:00Z;2017-01-31T13:00:00;13271
2017-01-31T13:00:00Z;2017-01-31T14:00:00;13289
2017-01-31T14:00:00Z;2017-01-31T15:00:00;13473
2017-01-31T15:00:00Z;2017-01-31T16:00:00;14089
2017-01-31T16:00:00Z;2017-01-31T17:00:00;14491
2017-01-31T17:00:00Z;2017-01-31T18:00:00;14490
2017-01-31T18:00:00Z;2017-01-31T19:00:00;14363
2017-01-31T19:00:00Z;2017-01-31T20:00:00;13942
2017-01-31T20:00:00Z;2017-01-31T21:00:00;12783
2017-01-31T21:00:00Z;2017-01-31T22:00:00;10577
2017-01-31T22:00:00Z;2017-01-31T23:00:00;8806
2017-01-31T23:00:00Z;2017-02-01T00:00:00;8928
2017-02-01T00:00:00Z;2017-02-01T01:00:00;9085
2017-02-01T01:00:00Z;2017-02-01T02:00:00;9186
2017-02-01T02:00:00Z;2017-02-01T03:00:00;9747
2017-02-01T03:00:00Z;2017-02-01T04:00:00;11082
2017-02-01T04:00:00Z;2017-02-01T05:00:00;14823
2017-02-01T05:00:00Z;2017-02-01T06:00:00;17069
2017-02-01T06:00:00Z;2017-02-01T07:00:00;15990
2017-02-01T07:00:00Z;2017-02-01T08:00:00;15582
2017-02-01T08:00:00Z;2017-02-01T09:00:00;15022
2017-02-01T09:00:00Z;2017-02-01T10:00:00;14465
2017-02-01T10:00:00Z;2017-02-01T11:00:00;14104
2017-02-01T11:00:00Z;2017-02-01T12:00:00;13695
2017-02-01T12:00:00Z;2017-02-01T13:00:00;13539
2017-02-01T13:00:00Z;2017-02-01T14:00:00;13645
2017-02-01T14:00:00Z;2017-02-01T15:00:00;13970
2017-02-01T15:00:00Z;2017-02-01T16:00:00;14557
2017-02-01T16:00:00Z;2017-02-01T17:00:00;15038
2017-02-01T17:00:00Z;2017-02-01T18:00:00;15019
2017-02-01T18:00:00Z;2017-02-01T19:00:00;14910
2017-02-01T19:00:00Z;2017-02-01T20:00:00;14534
2017-02-01T20:00:00Z;2017-02-01T21:00:00;13418
2017-02-01T21:00:00Z;2017-02-01T22:00:00;11121
2017-02-01T22:00:00Z;2017-02-01T23:00:00;9368
2017-02-01T23:00:00Z;2017-02-02T00:00:00;8880
2017-02-02T00:00:00Z;2017-02-02T01:00:00;9066
2017-02-02T01:00:00Z;2017-02-02T02:00:00;9262
2017-02-02T02:00:00Z;2017-02-02T03:00:00;9848
2017-02-02T03:00:00Z;2017-02-02T04:00:00;11045
2017-02-02T04:00:00Z;2017-02-02T05:00:00;14578
2017-02-02T05:00:00Z;2017-02-02T06:00:00;17706
2017-02-02T06:00:00Z;2017-02-02T07:00:00;16884
2017-02-02T07:00:00Z;2017-02-02T08:00:00;16506
2017-02-02T08:00:00Z;2017-02-02T09:00:00;15917
2017-02-02T09:00:00Z;2017-02-02T10:00:00;15263
2017-02-02T10:00:00Z;2017-02-02T11:00:00;14643
2017-02-02T11:00:00Z;2017-02-02T12:00:00;14254
2017-02-02T12:00:00Z;2017-02-02T13:00:00;14085
2017-02-02T13:00:00Z;2017-02-02T14:00:00;14110
2017-02-02T14:00:00Z;2017-02-02T15:00:00;14345
2017-02-02T15:00:00Z;2017-02-02T16:00:00;14916
2017-02-02T16:00:00Z;2017-02-02T17:00:00;15341
2017-02-02T17:00:00Z;2017-02-02T18:00:00;15305
2017-02-02T18:00:00Z;2017-02-02T19:00:00;15156
2017-02-02T19:00:00Z;2017-02-02T20:00:00;14592
2017-02-02T20:00:00Z;2017-02-02T21:00:00;13383
2017-02-02T21:00:00Z;2017-02-02T22:00:00;11151
2017-02-02T22:00:00Z;2017-02-02T23:00:00;9294
2017-02-02T23:00:00Z;2017-02-03T00:00:00;9173
2017-02-03T00:00:00Z;2017-02-03T01:00:00;9357
2017-02-03T01:00:00Z;2017-02-03T02:00:00;9548
2017-02-03T02:00:00Z;2017-02-03T03:00:00;10125
2017-02-03T03:00:00Z;2017-02-03T04:00:00;11267
2017-02-03T04:00:00Z;2017-02-03T05:00:00;14842
2017-02-03T05:00:00Z;2017-02-03T06:00:00;18153
2017-02-03T06:00:00Z;2017-02-03T07:00:00;17285
2017-02-03T07:00:00Z;2017-02-03T08:00:00;16969
2017-02-03T08:00:00Z;2017-02-03T09:00:00;16247
2017-02-03T09:00:00Z;2017-02-03T10:00:00;15581
2017-02-03T10:00:00Z;2017-02-03T11:00:00;14973
2017-02-03T11:00:00Z;2017-02-03T12:00:00;14557
2017-02-03T12:00:00Z;2017-02-03T13:00:00;14343
2017-02-03T13:00:00Z;2017-02-03T14:00:00;14415
2017-02-03T14:00:00Z;2017-02-03T15:00:00;14721
2017-02-03T15:00:00Z;2017-02-03T16:00:00;15286
2017-02-03T16:00:00Z;2017-02-03T17:00:00;15635
2017-02-03T17:00:00Z;2017-02-03T18:00:00;15503
2017-02-03T18:00:00Z;2017-02-03T19:00:00;15392
2017-02-03T19:00:00Z;2017-02-03T20:00:00;14912
2017-02-03T20:00:00Z;2017-02-03T21:00:00;13614
2017-02-03T21:00:00Z;2017-02-03T22:00:00;11376
2017-02-03T22:00:00Z;2017-02-03T23:00:00;9548
2017-02-03T23:00:00Z;2017-02-04T00:00:00;9431
2017-02-04T00:00:00Z;2017-02-04T01:00:00;9594
2017-02-04T01:00:00Z;2017-02-04T02:00:00;9788
2017-02-04T02:00:00Z;2017-02-04T03:00:00;10367
2017-02-04T03:00:00Z;2017-02-04T04:00:00;11487
2017-02-04T04:00:00Z;2017-02-04T05:00:00;15074
2017-02-04T05:00:00Z;2017-02-04T06:00:00;18505
2017-02-04T06:00:00Z;2017-02-04T07:00:00;17586
2017-02-04T07:00:00Z;2017-02-04T08:00:00;17278
2017-02-04T08:00:00Z;2017-02-04T09:00:00;16530
2017-02-04T09:00:00Z;2017-02-04T10:00:00;15864
2017-02-04T10:00:00Z;2017-02-04T11:00:00;15248
2017-02-04T11:00:00Z;2017-02-04T12:00:00;14830
2017-02-04T12:00:00Z;2017-02-04T13:00:00;14600
2017-02-04T13:00:00Z;2017-02-04T14:00:00;14665
2017-02-04T14:00:00Z;2017-02-04T15:00:00;14988
2017-02-04T15:00:00Z;2017-02-04T16:00:00;15559
2017-02-04T16:00:00Z;2017-02-04T17:00:00;15913
2017-02-04T17:00:00Z;2017-02-04T18:00:00;15767
2017-02-04T18:00:00Z;2017-02-04T19:00:00;15658
2017-02-04T19:00:00Z;2017-02-04T20:00:00;15167
2017-02-04T20:00:00Z;2017-02-04T21:00:00;13862
2017-02-04T21:00:00Z;2017-02-04T22:00:00;11646
2017-02-04T22:00:00Z;2017-02-04T23:00:00;9798
2017-02-04T23:00:00Z;2017-02-05T00:00:00;9560
2017-02-05T00:00:00Z;2017-02-05T01:00:00;9725
2017-02-05T01:00:00Z;2017-02-05T02:00:00;9925
2017-02-05T02:00:00Z;2017-02-05T03:00:00;10503
2017-02-05T03:00:00Z;2017-02-05T04:00:00;11626
2017-02-05T04:00:00Z;2017-02-05T05:00:00;15168
2017-02-05T05:00:00Z;2017-02-05T06:00:00;18498
2017-02-05T06:00:00Z;2017-02-05T07:00:00;17600
2017-02-05T07:00:00Z;2017-02-05T08:00:00;17412
2017-02-05T08:00:00Z;2017-02-05T09:00:00;16674
2017-02-05T09:00:00Z;2017-02-05T10:00:00;16009
2017-02-05T10:00:00Z;2017-02-05T11:00:00;15400
2017-02-05T11:00:00Z;2017-02-05T12:00:00;14989
2017-02-05T12:00:00Z;2017-02-05T13:00:00;14730
2017-02-05T13:00:00Z;2017-02-05T14:00:00;14822
2017-02-05T14:00:00Z;2017-02-05T15:00:00;15107
2017-02-05T15:00:00Z;2017-02-05T16:00:00;15665
2017-02-05T16:00:00Z;2017-02-05T17:00:00;15993
2017-02-05T17:00:00Z;2017-02-05T18:00:00;15850
2017-02-05T18:00:00Z;2017-02-05T19:00:00;15716
2017-02-05T19:00:00Z;2017-02-05T20:00:00;15189
2017-02-05T20:00:00Z;2017-02-05T21:00:00;13855
2017-02-05T21:00:00Z;2017-02-05T22:00:00;11686
2017-02-05T22:00:00Z;2017-02-05T23:00:00;9892
2017-02-05T23:00:00Z;2017-02-06T00:00:00;9501
2017-02-06T00:00:00Z;2017-02-06T01:00:00;9597
2017-02-06T01:00:00Z;2017-02-06T02:00:00;9822
2017-02-06T02:00:00Z;2017-02-06T03:00:00;10342
2017-02-06T03:00:00Z;2017-02-06T04:00:00;11457
2017-02-06T04:00:00Z;2017-02-06T05:00:00;14988
2017-02-06T05:00:00Z;2017-02-06T06:00:00;18494
2017-02-06T06:00:00Z;2017-02-06T07:00:00;17547
2017-02-06T07:00:00Z;2017-02-06T08:00:00;17355
2017-02-06T08:00:00Z;2017-02-06T09:00:00;16664
2017-02-06T09:00:00Z;2017-02-06T10:00:00;16013
2017-02-06T10:00:00Z;2017-02-06T11:00:00;15400
2017-02-06T11:00:00Z;2017-02-06T12:00:00;14982
2017-02-06T12:00:00Z;2017-02-06T13:00:00;14698
2017-02-06T13:00:00Z;2017-02-06T14:00:00;14844
2017-02-06T14:00:00Z;2017-02-06T15:00:00;15083
2017-02-06T15:00:00Z;2017-02-06T16:00:00;15651
2017-02-06T16:00:00Z;2017-02-06T17:00:00;15913
2017-02-06T17:00:00Z;2017-02-06T18:00:00;15889
2017-02-06T18:00:00Z;2017-02-06T19:00:00;15699
2017-02-06T19:00:00Z;2017-02-06T20:00:00;15149
2017-02-06T20:00:00Z;2017-02-06T21:00:00;13830
2017-02-06T21:00:00Z;2017-02-06T22:00:00;11647
2017-02-06T22:00:00Z;2017-02-06T23:00:00;9851
2017-02-06T23:00:00Z;2017-02-07T00:00:00;9446
2017-02-07T00:00:00Z;2017-02-07T01:00:00;9544
2017-02-07T01:00:00Z;2017-02-07T02:00:00;9702
2017-02-07T02:00:00Z;2017-02-07T03:00:00;10182
2017-02-07T03:00:00Z;2017-02-07T04:00:00;11333
2017-02-07T04:00:00Z;2017-02-07T05:00:00;14974
2017-02-07T05:00:00Z;2017-02-07T06:00:00;18361
2017-02-07T06:00:00Z;2017-02-07T07:00:00;17195
2017-02-07T07:00:00Z;2017-02-07T08:00:00;16722
2017-02-07T08:00:00Z;2017-02-07T09:00:00;16176
2017-02-07T09:00:00Z;2017-02-07T10:00:00;15536
2017-02-07T10:00:00Z;2017-02-07T11:00:00;15053
2017-02-07T11:00:00Z;2017-02-07T12:00:00;14663
